generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat
508,0.009702790528535843,0.012187501415610313,4,0,4,1.0,-0.0009702790412120521,-0.0012187501415610313,54,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
509,0.009702790528535843,0.011326177045702934,4,0,4,1.0,-0.0009702790412120521,-0.0011326177045702934,55,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
510,0.009702790528535843,0.011374847032129765,4,0,4,1.0,-0.0009702790412120521,-0.001137484679929912,56,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
511,0.009702790528535843,0.012135526165366173,4,0,4,1.0,-0.0009702790412120521,-0.001213552663102746,57,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
512,0.009702790528535843,0.011239745654165745,4,0,4,1.0,-0.0009702790412120521,-0.0011284060310572386,58,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
513,0.009702790528535843,0.011594599112868309,4,0,4,1.0,-0.0009702790412120521,-0.0011709954123944044,59,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
514,0.009702790528535843,0.011239745654165745,4,0,4,1.0,-0.0009702790412120521,-0.0011239745654165745,60,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
515,0.009702790528535843,0.011636609211564064,4,0,4,1.0,-0.0009702790412120521,-0.0011641413439065218,61,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
516,0.009702790528535843,0.01126699149608612,4,0,4,1.0,-0.0009702790412120521,-0.001126699149608612,62,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
517,0.009702790528535843,0.011834043078124523,4,0,4,1.0,-0.0009702790412120521,-0.001183404354378581,63,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
518,0.009702790528535843,0.011775875464081764,4,0,4,1.0,-0.0009702790412120521,-0.0012135463766753674,64,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
519,0.009702790528535843,0.011195573955774307,4,0,4,1.0,-0.0009702790412120521,-0.0011195573024451733,65,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
520,0.009702790528535843,0.011376803740859032,4,0,4,1.0,-0.0009702790412120521,-0.0011376803740859032,66,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
521,0.009702790528535843,0.011369741521775723,4,0,4,1.0,-0.0009702790412120521,-0.001136974198743701,67,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
522,0.009702790528535843,0.011589065194129944,4,0,4,1.0,-0.0009702790412120521,-0.0011589066125452518,68,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
523,0.009702790528535843,0.01114659197628498,4,0,4,1.0,-0.0009702790412120521,-0.0011146592441946268,69,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
524,0.009702790528535843,0.011279415339231491,4,0,4,1.0,-0.0009702790412120521,-0.0011279415339231491,70,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
525,0.009702790528535843,0.011217042803764343,4,0,4,1.0,-0.0009702790412120521,-0.0011217042338103056,71,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
526,0.009702790528535843,0.011112254112958908,4,0,4,1.0,-0.0009702790412120521,-0.0011112254578620195,72,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
527,0.009702790528535843,0.011877700686454773,4,0,4,1.0,-0.0009702790412120521,-0.0011877701617777348,69,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
528,0.009702790528535843,0.011735567823052406,4,0,4,1.0,-0.0009702790412120521,-0.0011735567823052406,70,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
529,0.009702790528535843,0.011303753592073917,4,0,4,1.0,-0.0009702790412120521,-0.001130375312641263,71,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
530,0.009702790528535843,0.011817880906164646,4,0,4,1.0,-0.0009702790412120521,-0.0011817880440503359,72,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
531,0.009702790528535843,0.011087927967309952,4,0,4,1.0,-0.0009702790412120521,-0.001108792843297124,73,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
532,0.009702790528535843,0.011083582416176796,4,0,4,1.0,-0.0009702790412120521,-0.001108358264900744,74,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
533,0.009702790528535843,0.011194768361747265,4,0,4,1.0,-0.0009702790412120521,-0.001119476743042469,75,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
534,0.009702790528535843,0.01197146624326706,4,0,4,1.0,-0.0009702790412120521,-0.0011971467174589634,76,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
535,0.009702790528535843,0.011635265313088894,4,0,4,1.0,-0.0009702790412120521,-0.001163526438176632,77,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
536,0.009702790528535843,0.011051020585000515,4,0,4,1.0,-0.0009702790412120521,-0.0011051020119339228,78,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
537,0.009702790528535843,0.01112035010010004,4,0,4,1.0,-0.0009702790412120521,-0.001112035010010004,79,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
538,0.009702790528535843,0.011207842268049717,4,0,4,1.0,-0.0009702790412120521,-0.0011207843199372292,80,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
539,0.009702790528535843,0.010987645015120506,4,0,4,1.0,-0.0009702790412120521,-0.001098764594644308,81,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
540,0.009702790528535843,0.010998639278113842,4,0,4,1.0,-0.0009702790412120521,-0.0010998640209436417,82,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
541,0.008786809630692005,0.010924416594207287,4,0,4,1.0,-0.0009702790412120521,-0.001095636049285531,83,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
542,0.009702790528535843,0.011832434684038162,4,0,4,1.0,-0.0009702790412120521,-0.0011832434684038162,84,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
543,0.009702790528535843,0.011276928707957268,4,0,4,1.0,-0.0009702790412120521,-0.0011276928707957268,85,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
544,0.009702790528535843,0.010914918035268784,4,0,4,1.0,-0.0009702790412120521,-0.001091491780243814,86,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
545,0.009702790528535843,0.010947172529995441,4,0,4,1.0,-0.0009702790412120521,-0.001105000264942646,87,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
546,0.009702790528535843,0.010888293385505676,4,0,4,1.0,-0.0009702790412120521,-0.0010888292454183102,88,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
547,0.009702790528535843,0.010873598977923393,4,0,4,1.0,-0.0009702790412120521,-0.0010873598512262106,89,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
548,0.009702790528535843,0.010861372575163841,4,0,4,1.0,-0.0009702790412120521,-0.0010892986319959164,90,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
549,0.009702790528535843,0.011358609423041344,4,0,4,1.0,-0.0009702790412120521,-0.00113586091902107,91,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
550,0.009702790528535843,0.011069761589169502,4,0,4,1.0,-0.0009702790412120521,-0.0011395257897675037,92,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
551,0.009702790528535843,0.010861372575163841,4,0,4,1.0,-0.0009702790412120521,-0.0010861372575163841,93,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
552,0.009702790528535843,0.011084448546171188,4,0,4,1.0,-0.0009702790412120521,-0.001108444994315505,94,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
553,0.009702790528535843,0.010971488431096077,4,0,4,1.0,-0.0009702790412120521,-0.001097148866392672,95,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
554,0.009702790528535843,0.011201132088899612,4,0,4,1.0,-0.0009702790412120521,-0.0011631525121629238,96,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
555,0.009702790528535843,0.010853605344891548,4,0,4,1.0,-0.0009702790412120521,-0.0010853605344891548,97,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
556,0.009702790528535843,0.010794879868626595,4,0,4,1.0,-0.0009702790412120521,-0.0011373385787010193,98,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
557,0.009702790528535843,0.01156765315681696,4,0,4,1.0,-0.0009702790412120521,-0.0011567652691155672,99,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
558,0.009702790528535843,0.011898376047611237,4,0,4,1.0,-0.0009702790412120521,-0.0011898376978933811,100,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
559,0.009702790528535843,0.011600848287343979,4,0,4,1.0,-0.0009702790412120521,-0.001160084968432784,101,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
560,0.009702790528535843,0.011651355773210526,4,0,4,1.0,-0.0009702790412120521,-0.0011651355307549238,102,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
561,0.009702790528535843,0.010794879868626595,4,0,4,1.0,-0.0009702790412120521,-0.001079488079994917,103,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
562,0.009702790528535843,0.010993783362209797,4,0,4,1.0,-0.0009702790412120521,-0.0010993783362209797,104,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
563,0.009702790528535843,0.010867135599255562,4,0,4,1.0,-0.0009702790412120521,-0.0010867135133594275,105,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
564,0.009702790528535843,0.010954413563013077,4,0,4,1.0,-0.0009702790412120521,-0.0010954414028674364,106,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
565,0.009702790528535843,0.010702750645577908,4,0,4,1.0,-0.0009702790412120521,-0.0010702750878408551,107,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
566,0.009702790528535843,0.010952073149383068,4,0,4,1.0,-0.0009702790412120521,-0.0010952072916552424,108,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
567,0.009702790528535843,0.010728724300861359,4,0,4,1.0,-0.0009702790412120521,-0.0010728724300861359,109,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
568,0.009702790528535843,0.011073649860918522,4,0,4,1.0,-0.0009702790412120521,-0.0011073650093749166,110,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
569,0.009702790528535843,0.011595264077186584,4,0,4,1.0,-0.0009702790412120521,-0.0011595264077186584,111,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
570,0.009702790528535843,0.010944360867142677,4,0,4,1.0,-0.0009702790412120521,-0.0010944361565634608,112,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
571,0.009702790528535843,0.010660091415047646,4,0,4,1.0,-0.0009702790412120521,-0.001066009164787829,113,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
572,0.009702790528535843,0.011383531615138054,4,0,4,1.0,-0.0009702790412120521,-0.0011383532546460629,114,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
573,0.009702790528535843,0.011209912598133087,4,0,4,1.0,-0.0009702790412120521,-0.0011209913063794374,115,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
574,0.009702790528535843,0.011633830145001411,4,0,4,1.0,-0.0009702790412120521,-0.001182482112199068,116,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
575,0.009702790528535843,0.011041264981031418,4,0,4,1.0,-0.0009702790412120521,-0.001104126451537013,117,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
576,0.009702790528535843,0.011000821366906166,4,0,4,1.0,-0.0009702790412120521,-0.0011854604817926884,118,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
577,0.009702790528535843,0.011006152257323265,4,0,4,1.0,-0.0009702790412120521,-0.0011006152490153909,119,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
578,0.009702790528535843,0.01065541710704565,4,0,4,1.0,-0.0009702790412120521,-0.0010655417572706938,120,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
579,0.009702790528535843,0.010970357805490494,4,0,4,1.0,-0.0009702790412120521,-0.001097035827115178,121,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
580,0.009702790528535843,0.012068090960383415,4,0,4,1.0,-0.0009702790412120521,-0.0012068090727552772,122,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
581,0.009702790528535843,0.010667938739061356,4,0,4,1.0,-0.0009702790412120521,-0.0010667939204722643,123,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
582,0.009702790528535843,0.011313737370073795,4,0,4,1.0,-0.0009702790412120521,-0.0011313736904412508,124,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
583,0.009702790528535843,0.010551989078521729,4,0,4,1.0,-0.0009702790412120521,-0.0010551989544183016,125,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
584,0.009702790528535843,0.01087340246886015,4,0,4,1.0,-0.0009702790412120521,-0.0010873402934521437,126,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
585,0.009702790528535843,0.010776795446872711,4,0,4,1.0,-0.0009702790412120521,-0.0010776794515550137,127,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
586,0.009702790528535843,0.011236574500799179,4,0,4,1.0,-0.0009702790412120521,-0.001123657450079918,128,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
587,0.009702790528535843,0.011608833447098732,4,0,4,1.0,-0.0009702790412120521,-0.0011608833447098732,129,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
588,0.009702790528535843,0.010843073949217796,4,0,4,1.0,-0.0009702790412120521,-0.0010843073250725865,130,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
589,0.009702790528535843,0.011231273412704468,4,0,4,1.0,-0.0009702790412120521,-0.001123127294704318,131,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
590,0.009702790528535843,0.0109857227653265,4,0,4,1.0,-0.0009702790412120521,-0.00109857227653265,132,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
591,0.009702790528535843,0.011287854984402657,4,0,4,1.0,-0.0009702790412120521,-0.0011287854285910726,133,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
592,0.009702790528535843,0.011006522923707962,4,0,4,1.0,-0.0009702790412120521,-0.0011006523855030537,134,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
593,0.009702790528535843,0.011007912456989288,4,0,4,1.0,-0.0009702790412120521,-0.0011007911525666714,135,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
594,0.009702790528535843,0.01124490424990654,4,0,4,1.0,-0.0009702790412120521,-0.0011244904017075896,136,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
595,0.009702790528535843,0.010482611134648323,4,0,4,1.0,-0.0009702790412120521,-0.0011409241706132889,137,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
596,0.009702790528535843,0.011621218174695969,4,0,4,1.0,-0.0009702790412120521,-0.0011621217709034681,138,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
597,0.009702790528535843,0.010816672816872597,4,0,4,1.0,-0.0009702790412120521,-0.0010816673748195171,139,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
598,0.009702790528535843,0.011149625293910503,4,0,4,1.0,-0.0009702790412120521,-0.001114962506107986,140,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
599,0.009702790528535843,0.01082543097436428,4,0,4,1.0,-0.0009702790412120521,-0.0010825430508702993,141,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
600,0.009702790528535843,0.010959362611174583,4,0,4,1.0,-0.0009702790412120521,-0.0010959362844005227,142,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
601,0.009702790528535843,0.010815845802426338,4,0,4,1.0,-0.0009702790412120521,-0.0010815844871103764,143,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
602,0.009702790528535843,0.011410046368837357,4,0,4,1.0,-0.0009702790412120521,-0.0011410046136006713,144,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
603,0.009702790528535843,0.010569934733211994,4,0,4,1.0,-0.0009702790412120521,-0.001056993380188942,145,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
604,0.009702790528535843,0.010981190949678421,4,0,4,1.0,-0.0009702790412120521,-0.001148788258433342,146,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
605,0.009702790528535843,0.010535823181271553,4,0,4,1.0,-0.0009702790412120521,-0.001053582294844091,147,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
606,0.009702790528535843,0.010728288441896439,4,0,4,1.0,-0.0009702790412120521,-0.0010728288907557726,148,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
607,0.009702790528535843,0.010699914768338203,4,0,4,1.0,-0.0009702790412120521,-0.0010699913837015629,149,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
607,0.009702790528535843,0.010699914768338203,4,0,4,1.0,-0.0009702790412120521,-0.0010699913837015629,149,0.95,0.6499999761581421,0.7299999594688416,0.699999988079071,0.7299999594688416
